DATE,RATE
3/13/2016,360.9669
3/12/2016,361.9669
3/11/2016,362.9669
3/10/2016,363.9669
3/9/2016,364.9669
3/8/2016,365.9669
3/7/2016,366.9669
3/6/2016,367.9669
3/5/2016,368.9669
3/4/2016,369.9669
3/3/2016,370.9669
3/2/2016,371.9669
3/1/2016,372.9669
2/29/2016,373.9669
2/28/2016,374.9669
2/27/2016,375.9669
2/26/2016,376.9669
2/25/2016,377.9669
2/24/2016,378.9669
2/23/2016,379.9669
2/22/2016,380.9669
2/21/2016,381.9669
2/20/2016,382.9669
2/19/2016,383.9669
2/18/2016,384.9669
2/17/2016,385.9669
2/16/2016,386.9669
2/15/2016,387.9669
2/14/2016,388.9669
2/13/2016,389.9669
2/12/2016,390.9669
2/11/2016,391.9669
2/10/2016,392.9669
2/9/2016,393.9669
2/8/2016,394.9669
2/7/2016,395.9669
2/6/2016,396.9669
2/5/2016,397.9669
2/4/2016,398.9669
2/3/2016,399.9669
2/2/2016,400.9669
2/1/2016,401.9669
1/31/2016,402.9669
1/30/2016,403.9669
1/29/2016,404.9669
1/28/2016,405.9669
1/27/2016,406.9669
1/26/2016,407.9669
1/25/2016,408.9669
1/24/2016,409.9669
1/23/2016,410.9669
1/22/2016,411.9669
1/21/2016,412.9669
1/20/2016,413.9669
1/19/2016,414.9669
1/18/2016,415.9669
1/17/2016,416.9669
1/16/2016,417.9669
1/15/2016,418.9669
1/14/2016,419.9669
1/13/2016,420.9669
1/12/2016,421.9669
1/11/2016,422.9669
1/10/2016,423.9669
1/9/2016,424.9669
1/8/2016,425.9669
1/7/2016,426.9669
1/6/2016,427.9669
1/5/2016,428.9669
1/4/2016,429.9669
1/3/2016,430.9669
1/2/2016,431.9669
1/1/2016,432.9669
12/31/2015,433.9669
12/30/2015,434.9669
12/29/2015,435.9669
12/28/2015,436.9669
12/27/2015,437.9669
12/26/2015,438.9669
12/25/2015,439.9669
12/24/2015,440.9669
12/23/2015,441.9669
12/22/2015,442.9669
12/21/2015,443.9669
12/20/2015,444.9669
12/19/2015,445.9669
12/18/2015,446.9669
12/17/2015,447.9669
12/16/2015,448.9669
12/15/2015,449.9669
12/14/2015,450.9669
12/13/2015,451.9669
12/12/2015,452.9669
12/11/2015,453.9669
12/10/2015,454.9669
12/9/2015,455.9669
12/8/2015,456.9669
12/7/2015,457.9669
12/6/2015,458.9669
12/5/2015,459.9669
12/4/2015,460.9669
12/3/2015,461.9669
12/2/2015,462.9669
12/1/2015,463.9669
11/30/2015,464.9669
11/29/2015,465.9669
11/28/2015,466.9669
11/27/2015,467.9669
11/26/2015,66.5494
11/25/2015,66.351621
11/24/2015,66.29758
11/23/2015,66.316519
11/22/2015,66.10675
11/21/2015,66.11058
11/20/2015,66.101211
11/19/2015,66.096101
11/18/2015,66.14635
11/17/2015,65.999539
11/16/2015,66.00284
11/15/2015,66.094911
11/14/2015,66.096301
11/13/2015,66.0913
11/12/2015,66.15243
11/11/2015,66.22831
11/10/2015,66.26897
11/9/2015,66.410611
11/8/2015,66.008309
11/7/2015,65.970989
11/6/2015,65.95442
11/5/2015,65.77284
11/4/2015,65.53714
11/3/2015,65.57068
11/2/2015,65.54341
11/1/2015,65.38538
10/31/2015,65.37535
10/30/2015,65.347191
10/29/2015,65.271941
10/28/2015,64.904101
10/27/2015,64.99664
10/26/2015,64.89954
10/25/2015,64.96715
10/24/2015,64.93883
10/23/2015,64.99506
10/22/2015,65.105
10/21/2015,64.97142
10/20/2015,64.88839
10/19/2015,64.714751
10/18/2015,64.740141
10/17/2015,64.734541
10/16/2015,64.8376
10/15/2015,64.86998
10/14/2015,65.052839
10/13/2015,64.769909
10/12/2015,64.73928
10/11/2015,64.7325
10/10/2015,64.78164
10/9/2015,64.934831
10/8/2015,64.984379
10/7/2015,65.2054
10/6/2015,65.19051
10/5/2015,65.31625
10/4/2015,65.32904
10/3/2015,65.34106
10/2/2015,65.617291
10/1/2015,65.702461
9/30/2015,65.97742
9/29/2015,66.264249
9/28/2015,66.19936
9/27/2015,66.17762
9/26/2015,66.19176
9/25/2015,66.11276
9/24/2015,66.0812
9/23/2015,65.869181
9/22/2015,65.75231
9/21/2015,65.848411
9/20/2015,65.818011
9/19/2015,65.873571
9/18/2015,66.2271
9/17/2015,66.28652
9/16/2015,66.39456
9/15/2015,66.293769
9/14/2015,66.341039
9/13/2015,66.351259
9/12/2015,66.382499
9/11/2015,66.343801
9/10/2015,66.59573
9/9/2015,66.48358
9/8/2015,66.78882
9/7/2015,66.658869
9/6/2015,66.597219
9/5/2015,66.543699
9/4/2015,66.16124
9/3/2015,66.25998
9/2/2015,66.40448
9/1/2015,66.36441
8/31/2015,66.15269
8/30/2015,66.14856
8/29/2015,66.13737
8/28/2015,66.108379
8/27/2015,66.15307
8/26/2015,66.33965
8/25/2015,66.729091
8/24/2015,66.11922
8/23/2015,66.04346
8/22/2015,65.93547
8/21/2015,65.42401
8/20/2015,65.182539
8/19/2015,65.41722
8/18/2015,65.36243
8/17/2015,65.104229
8/16/2015,65.109619
8/15/2015,65.096799
8/14/2015,65.075321
8/13/2015,64.771739
8/12/2015,64.21951
8/11/2015,63.78653
8/10/2015,63.75362
8/9/2015,63.75909
8/8/2015,63.75367
8/7/2015,63.74257
8/6/2015,63.74709
8/5/2015,63.86516
8/4/2015,64.10571
8/3/2015,64.03499
8/2/2015,64.04155
8/1/2015,64.02953
7/31/2015,64.07153
7/30/2015,63.88296
7/29/2015,63.91312
7/28/2015,64.17635
7/27/2015,64.08378
7/26/2015,64.07095
7/25/2015,64.01565
7/24/2015,63.80301
7/23/2015,63.57348
7/22/2015,63.4976
7/21/2015,63.56117
7/20/2015,63.43129
7/19/2015,63.45325
7/18/2015,63.46136
7/17/2015,63.47449
7/16/2015,63.45779
7/15/2015,63.36269
7/14/2015,63.44027
7/13/2015,63.36565
7/12/2015,63.35865
7/11/2015,63.37329
7/10/2015,63.40687
7/9/2015,63.45709
7/8/2015,63.46757
7/7/2015,63.31163
7/6/2015,63.40033
7/5/2015,63.38376
7/4/2015,63.40524
7/3/2015,63.37856
7/2/2015,63.58962
7/1/2015,63.64168
6/30/2015,63.71403
6/29/2015,63.57109
6/28/2015,63.52054
6/27/2015,63.51488
6/26/2015,63.54992
6/25/2015,63.57169
6/24/2015,63.54077
6/23/2015,63.50265
6/22/2015,63.49897
6/21/2015,63.52106
6/20/2015,63.559
6/19/2015,63.73414
6/18/2015,64.04567
6/17/2015,64.16982
6/16/2015,64.07423
6/15/2015,64.099
6/14/2015,64.073171
6/13/2015,64.049901
6/12/2015,63.977471
6/11/2015,63.8606
6/10/2015,64.030379
6/9/2015,64.02325
6/8/2015,63.975501
6/7/2015,64.017099
6/6/2015,64.035189
6/5/2015,63.96774
6/4/2015,63.958469
6/3/2015,63.72073
6/2/2015,63.66581
6/1/2015,63.78191
5/31/2015,63.78078
5/30/2015,63.79008
5/29/2015,63.83132
5/28/2015,63.91962
5/27/2015,63.89606
5/26/2015,63.52063
5/25/2015,63.53731
5/24/2015,63.5146
5/23/2015,63.5305
5/22/2015,63.64104
5/21/2015,63.69614
5/20/2015,63.7436
5/19/2015,63.65909
5/18/2015,63.46113
5/17/2015,63.46048
5/16/2015,63.52084
5/15/2015,63.60061
5/14/2015,64.070461
5/13/2015,64.11951
5/12/2015,63.92877
5/11/2015,63.76065
5/10/2015,63.79698
5/9/2015,63.80934
5/8/2015,64.00698
5/7/2015,63.62019
5/6/2015,63.45038
5/5/2015,63.59393
5/4/2015,63.63259
5/3/2015,63.64824
5/2/2015,63.62812
5/1/2015,63.47775
4/30/2015,63.38842
4/29/2015,63.18412
4/28/2015,63.40013
4/27/2015,63.7001
4/26/2015,63.70039
4/25/2015,63.60709
4/24/2015,63.21613
4/23/2015,62.94021
4/22/2015,62.84554
4/21/2015,62.95849
4/20/2015,62.48975
4/19/2015,62.45786
4/18/2015,62.46487
4/17/2015,62.36086
4/16/2015,62.39246
4/15/2015,62.36086
4/14/2015,62.36086
4/13/2015,62.28291
4/12/2015,62.28132
4/11/2015,62.26218
4/10/2015,62.28846
4/9/2015,62.22452
4/8/2015,62.25672
4/7/2015,62.12997
4/6/2015,62.07063
4/5/2015,62.07962
4/4/2015,62.09862
4/3/2015,62.2044
4/2/2015,62.31298
4/1/2015,62.39897
3/31/2015,62.59025
3/30/2015,62.54183
3/29/2015,62.53867
3/28/2015,62.54138
3/27/2015,62.55071
3/26/2015,62.73262
3/25/2015,62.40513
3/24/2015,62.26756
3/23/2015,62.24867
3/22/2015,62.34404
3/21/2015,62.41003
3/20/2015,62.41462
3/19/2015,62.52611
3/18/2015,62.60465
3/17/2015,62.6856
3/16/2015,62.83415
3/15/2015,63.05203
3/14/2015,62.98603
3/13/2015,62.94369
3/12/2015,62.57613
3/11/2015,62.76107
3/10/2015,62.73917
3/9/2015,62.61895
3/8/2015,62.59711
3/7/2015,62.58194
3/6/2015,62.55781
3/5/2015,62.29955
3/4/2015,62.19771
3/3/2015,61.84427
3/2/2015,61.82987
3/1/2015,61.68683
2/28/2015,61.70701
2/27/2015,61.72265
2/26/2015,61.78507
2/25/2015,61.94993
2/24/2015,62.11263
2/23/2015,62.20149
2/22/2015,62.14331
2/21/2015,62.19005
2/20/2015,62.17281
2/19/2015,62.22615
2/18/2015,62.16488
2/17/2015,62.16515
2/16/2015,62.19121
2/15/2015,62.09653
2/14/2015,62.10785
2/13/2015,62.14579
2/12/2015,62.22411
2/11/2015,62.33571
2/10/2015,62.26115
2/9/2015,62.13217
2/8/2015,61.96691
2/7/2015,61.93166
2/6/2015,61.92867
2/5/2015,61.74483
2/4/2015,61.78422
2/3/2015,61.67315
2/2/2015,61.83551
2/1/2015,62.01145
1/31/2015,62.02887
1/30/2015,61.96769
1/29/2015,61.71702
1/28/2015,61.34769
1/27/2015,61.41233
1/26/2015,61.44137
1/25/2015,61.48477
1/24/2015,61.39835
1/23/2015,61.42375
1/22/2015,61.58715
1/21/2015,61.6241
1/20/2015,61.69989
1/19/2015,61.66479
1/18/2015,61.73403
1/17/2015,61.76791
1/16/2015,61.76914
1/15/2015,62.01321
1/14/2015,62.13565
1/13/2015,62.05099
1/12/2015,62.10259
1/11/2015,62.25525
1/10/2015,62.25497
1/9/2015,62.36057
1/8/2015,62.80687
1/7/2015,63.29091
1/6/2015,63.52716
1/5/2015,63.38583
1/4/2015,63.35145
1/3/2015,63.28911
1/2/2015,63.30107
1/1/2015,63.30198
12/31/2014,63.21609
12/30/2014,63.45869
12/29/2014,63.70587
12/28/2014,63.672
12/27/2014,63.67858
12/26/2014,63.65255
12/25/2014,63.51989
12/24/2014,63.46605
12/23/2014,63.39213
12/22/2014,63.28335
12/21/2014,63.35849
12/20/2014,63.32317
12/19/2014,63.32687
12/18/2014,63.18886
12/17/2014,63.55986
12/16/2014,63.53915
12/15/2014,63.11005
12/14/2014,62.54649
12/13/2014,62.54485
12/12/2014,62.51781
12/11/2014,62.37651
12/10/2014,62.08463
12/9/2014,61.95129
12/8/2014,61.86082
12/7/2014,61.87762
12/6/2014,61.84983
12/5/2014,61.85248
12/4/2014,61.86422
12/3/2014,61.86789
12/2/2014,61.87742
12/1/2014,62.00992
11/30/2014,62.17324
11/29/2014,62.13888
11/28/2014,62.10036
11/27/2014,61.84922
11/26/2014,61.81332
11/25/2014,61.83594
11/24/2014,61.82242
11/23/2014,61.73422
11/22/2014,61.70924
11/21/2014,61.75974
11/20/2014,61.91778
11/19/2014,61.89791
11/18/2014,61.72016
11/17/2014,61.7564
11/16/2014,61.68498
11/15/2014,61.66697
11/14/2014,61.63396
11/13/2014,61.55115
11/12/2014,61.45812
11/11/2014,61.50748
11/10/2014,61.48024
11/9/2014,61.47682
11/8/2014,61.4623
11/7/2014,61.43588
11/6/2014,61.43441
11/5/2014,61.39772
11/4/2014,61.38248
11/3/2014,61.39304
11/2/2014,61.4012
11/1/2014,61.38463
10/31/2014,61.39863
10/30/2014,61.39992
10/29/2014,61.28767
10/28/2014,61.21571
10/27/2014,61.24592
10/26/2014,61.16241
10/25/2014,61.16568
10/24/2014,61.19504
10/23/2014,61.20296
10/22/2014,61.20275
10/21/2014,61.26182
10/20/2014,61.37468
10/19/2014,61.40535
10/18/2014,61.42836
10/17/2014,61.75419
10/16/2014,61.3499
10/15/2014,61.35025
10/14/2014,61.07642
10/13/2014,61.26128
10/12/2014,61.2469
10/11/2014,61.22305
10/10/2014,61.12789
10/9/2014,61.37471
10/8/2014,61.38185
10/7/2014,61.58932
10/6/2014,61.6379
10/5/2014,61.63209
10/4/2014,61.65715
10/3/2014,61.61821
10/2/2014,61.71293
10/1/2014,61.82489
9/30/2014,61.55642
9/29/2014,61.26172
9/28/2014,61.30416
9/27/2014,61.25413
9/26/2014,61.32147
9/25/2014,60.95315
9/24/2014,60.98479
9/23/2014,60.86944
9/22/2014,60.85328
9/21/2014,60.85203
9/20/2014,60.89003
9/19/2014,60.80775
9/18/2014,60.94571
9/17/2014,61.06145
9/16/2014,61.1
9/15/2014,60.79886
9/14/2014,60.87677
9/13/2014,60.87133
9/12/2014,60.91963
9/11/2014,60.85527
9/10/2014,60.58287
9/9/2014,60.31074
9/8/2014,60.29908
9/7/2014,60.27545
9/6/2014,60.28243
9/5/2014,60.41347
9/4/2014,60.51183
9/3/2014,60.65665
9/2/2014,60.54078
9/1/2014,60.53668
8/31/2014,60.55956
8/30/2014,60.5589
8/29/2014,60.55325
8/28/2014,60.46396
8/27/2014,60.45144
8/26/2014,60.5302
8/25/2014,60.49266
8/24/2014,60.45534
8/23/2014,60.49829
8/22/2014,60.68687
8/21/2014,60.65956
8/20/2014,60.71336
8/19/2014,60.80384
8/18/2014,60.88886
8/17/2014,60.89075
8/16/2014,60.90417
8/15/2014,60.87025
8/14/2014,61.14033
8/13/2014,61.15316
8/12/2014,61.1434
8/11/2014,61.13852
8/10/2014,61.16807
8/9/2014,61.16648
8/8/2014,61.2747
8/7/2014,61.39159
8/6/2014,60.88248
8/5/2014,60.92888
8/4/2014,61.07406
8/3/2014,60.97431
8/2/2014,60.82947
8/1/2014,60.47212
7/31/2014,60.11861
7/30/2014,60.09193
7/29/2014,60.0503
7/28/2014,60.03502
7/27/2014,60.04333
7/26/2014,60.0382
7/25/2014,60.08457
7/24/2014,60.05733
7/23/2014,60.15066
7/22/2014,60.24544
7/21/2014,60.19086
7/20/2014,60.19873
7/19/2014,60.27262
7/18/2014,60.15428
7/17/2014,60.10236
7/16/2014,60.10285
7/15/2014,60.092
7/14/2014,60.04248
7/13/2014,60.02075
7/12/2014,59.97771
7/11/2014,60.10384
7/10/2014,59.76953
7/9/2014,59.77577
7/8/2014,59.90582
7/7/2014,59.74326
7/6/2014,59.73913
7/5/2014,59.73042
7/4/2014,59.74179
7/3/2014,59.76703
7/2/2014,60.04801
7/1/2014,60.07272
6/30/2014,60.04251
6/29/2014,60.04474
6/28/2014,60.05745
6/27/2014,60.1944
6/26/2014,60.10414
6/25/2014,60.17131
6/24/2014,60.16536
6/23/2014,60.17602
6/22/2014,60.19167
6/21/2014,60.14766
6/20/2014,60.11722
6/19/2014,60.29986
6/18/2014,60.18837
6/17/2014,60.07744
6/16/2014,59.72272
6/15/2014,59.6878
6/14/2014,59.63071
6/13/2014,59.27715
6/12/2014,59.28095
6/11/2014,59.18744
6/10/2014,59.13212
6/9/2014,59.07106
6/8/2014,59.0141
6/7/2014,59.05399
6/6/2014,59.18132
6/5/2014,59.28903
6/4/2014,59.30024
6/3/2014,59.17034
6/2/2014,59.20926
6/1/2014,59.16074
5/31/2014,59.12267
5/30/2014,58.92835
5/29/2014,58.90611
5/28/2014,58.9207
5/27/2014,58.63072
5/26/2014,58.41242
5/25/2014,58.42387
5/24/2014,58.43935
5/23/2014,58.39359
5/22/2014,58.67967
5/21/2014,58.56415
5/20/2014,58.43614
5/19/2014,58.58882
5/18/2014,58.66891
5/17/2014,58.76275
5/16/2014,59.39342
5/15/2014,59.53195
5/14/2014,59.52966
5/13/2014,59.86104
5/12/2014,59.90224
5/11/2014,59.91139
5/10/2014,59.91282
5/9/2014,59.94184
5/8/2014,60.04949
5/7/2014,60.03996
5/6/2014,60.16294
5/5/2014,60.08772
5/4/2014,60.09795
5/3/2014,60.10746
5/2/2014,60.29046
5/1/2014,60.36051
4/30/2014,60.47993
4/29/2014,60.66706
4/28/2014,60.66162
4/27/2014,60.69784
4/26/2014,60.73642
4/25/2014,61.09829
4/24/2014,61.02293
4/23/2014,60.72805
4/22/2014,60.43264
4/21/2014,60.30894
4/20/2014,60.31339
4/19/2014,60.32219
4/18/2014,60.30647
4/17/2014,60.37126
4/16/2014,60.30683
4/15/2014,60.27184
4/14/2014,60.3126
4/13/2014,60.30016
4/12/2014,60.26248
4/11/2014,60.15776
4/10/2014,60.16046
4/9/2014,60.11201
4/8/2014,60.07946
4/7/2014,59.95968
4/6/2014,60.01869
4/5/2014,60.01145
4/4/2014,60.15051
4/3/2014,59.91367
4/2/2014,59.93185
4/1/2014,59.93978
3/31/2014,59.86488
3/29/2014,59.89528
3/28/2014,59.93869
3/27/2014,60.25895
3/26/2014,60.21851
3/25/2014,60.50081
3/24/2014,60.82838
3/23/2014,60.98534
3/22/2014,60.9991
3/21/2014,61.04484
3/20/2014,61.2916
3/19/2014,61.00285
3/18/2014,61.15545
3/17/2014,61.1504
3/16/2014,61.2351
3/15/2014,61.25994
3/14/2014,61.20047
3/13/2014,61.15418
3/12/2014,61.10849
3/11/2014,60.97116
3/10/2014,60.91722
3/9/2014,61.15744
3/8/2014,61.12534
3/7/2014,61.15291
3/6/2014,61.22146
3/5/2014,61.79066
3/4/2014,61.90248
3/3/2014,62.02922
3/2/2014,61.80644
3/1/2014,61.82264
2/28/2014,61.83233
2/27/2014,61.96507
2/26/2014,61.94323
2/25/2014,61.95804
2/24/2014,62.02896
2/23/2014,62.0045
2/22/2014,62.04626
2/21/2014,62.09301
2/20/2014,62.20734
2/19/2014,62.16915
2/18/2014,62.10487
2/17/2014,61.8161
2/16/2014,61.8236
2/15/2014,61.86573
2/14/2014,61.88311
2/13/2014,62.31945
2/12/2014,62.05546
2/11/2014,62.20445
2/10/2014,62.34932
2/9/2014,62.10286
2/8/2014,62.17268
2/7/2014,62.20508
2/6/2014,62.37477
2/5/2014,62.58912
2/4/2014,62.54957
2/3/2014,62.55062
2/2/2014,62.52916
2/1/2014,62.54087
1/31/2014,62.56999
1/30/2014,62.5549
1/29/2014,62.54168
1/28/2014,62.58969
1/27/2014,63.01366
1/26/2014,62.6964
1/25/2014,62.63216
1/24/2014,62.53551
1/23/2014,61.89129
1/22/2014,61.76576
1/21/2014,61.81641
1/20/2014,61.56828
1/19/2014,61.55242
1/18/2014,61.52632
1/17/2014,61.53153
1/16/2014,61.49925
1/15/2014,61.49411
1/14/2014,61.436
1/13/2014,61.43834
1/12/2014,61.4902
1/11/2014,61.57305
1/10/2014,61.64706
1/9/2014,62.07622
1/8/2014,62.15612
1/7/2014,62.2918
1/6/2014,62.2872
1/5/2014,62.20488
1/4/2014,62.21605
1/3/2014,62.15707
1/2/2014,62.15326
1/1/2014,61.84034
12/31/2013,61.83584
12/30/2013,61.86286
12/29/2013,61.89094
12/28/2013,61.89299
12/27/2013,61.8875
12/26/2013,62.00138
12/25/2013,61.75392
12/24/2013,61.78381
12/23/2013,61.95796
12/22/2013,62.01404
12/21/2013,62.01158
12/20/2013,62.00706
12/19/2013,62.05179
12/18/2013,62.00949
12/17/2013,61.98839
12/16/2013,61.8141
12/15/2013,62.16758
12/14/2013,62.13754
12/13/2013,62.07423
12/12/2013,61.7628
12/11/2013,61.18735
12/10/2013,61.00847
12/9/2013,61.11
12/8/2013,61.23268
12/7/2013,61.29949
12/6/2013,61.34352
12/5/2013,61.80013
12/4/2013,62.08685
12/3/2013,62.31831
12/2/2013,62.30946
12/1/2013,62.42354
11/30/2013,62.40333
11/29/2013,62.4148
11/28/2013,62.3412
11/27/2013,62.16458
11/26/2013,62.47263
11/25/2013,62.47804
11/24/2013,62.61242
11/23/2013,62.69282
11/22/2013,62.6935
11/21/2013,62.82237
11/20/2013,62.48709
11/19/2013,62.39545
11/18/2013,62.47056
11/17/2013,62.79068
11/16/2013,62.88486
11/15/2013,62.94624
11/14/2013,63.22176
11/13/2013,63.4059
11/12/2013,63.65326
11/11/2013,63.24134
11/10/2013,62.97632
11/9/2013,62.91634
11/8/2013,62.83278
11/7/2013,62.45132
11/6/2013,62.31169
11/5/2013,61.79356
11/4/2013,61.821555
11/3/2013,61.869048
11/2/2013,61.764696
11/1/2013,61.677741
10/31/2013,61.413014
10/30/2013,61.277167
10/29/2013,61.357603
10/28/2013,61.46614
10/27/2013,61.409077
10/26/2013,61.439774
10/25/2013,61.416314
10/24/2013,61.515799
10/23/2013,61.499322
10/22/2013,61.273843
