A,B
525,0.745274810387593
530,0.784156017918452
535,0.350104056151907
540,0.256896716317102
545,0.524249571176598
550,0.542855680866344
555,0.0237591173792482
560,0.184017028170857
565,0.227670265637252
570,0.0741319901337312
575,0.699933382803343
580,0.952460230184681
585,0.223332163163641
590,0.587236566326477
595,0.770673560438154
600,0.458752737066319
605,0.179048013161831
610,0.528930471340357
615,0.805974859605533
620,0.187045978180165
625,0.927789343473449
630,0.866060144797172
635,0.281637392944695
640,0.328825415968511
645,0.933086422062768
650,0.394673540600914
655,0.379383548172064
660,0.577607126332993
665,0.576194555861484
670,0.0610170071155005
675,0.0101451508913202
680,0.22132694084091
685,0.65075176747386
690,0.658827416043797
695,0.445297426133991
700,0.0989149065698408
705,0.877379053064679
710,0.122038077651186
715,0.390688502860062
720,0.760162561901368
725,0.733456427005857
730,0.354234895699497
735,0.110529904582222
740,0.553185465719347
745,0.420269863680305
750,0.0981816306987283
755,0.155186080819798
760,0.664339023277093
765,0.517774136279468
770,0.623706722429091
775,0.813873138078289
780,0.66238958935672
785,0.566581677302199
790,0.926565567091431
795,0.867154119417736
800,0.759461144805311
805,0.36713264272125
810,0.718295629841311
815,0.0113961566172808
820,0.581327091068284
825,0.145991509450197
830,0.750519286122168
835,0.881405465832401
840,0.933890883302007
845,0.979388271019006
850,0.157694602626173
855,0.096877368930577
860,0.918600927853048
865,0.611209050777227
870,0.218850352690584
875,0.755962674050788
880,0.544981154263417
885,0.0601318673797314
890,0.26520561017591
895,0.764173167824776
900,0.862923801087599
905,0.0433144440136244
910,0.00810798176374304
915,0.85406051997258
920,0.205153933106051
925,0.0500000812082555
930,0.990333004547542
935,0.595461732061913
940,0.167470005134847
945,0.268000288256359
950,0.101852448960831
955,0.665377380398455
960,0.632026989216422
965,0.926336258271286
970,0.705036342112202
975,0.709985405399862
980,0.514256362858094
985,0.62178228579802
990,0.76123192957555
995,0.418631824093053
1000,0.279351611146812
1005,0.926475267740769
1010,0.361918594242652
1015,0.381316678271141
1020,0.11668178911094
1025,0.0209910076186272
1030,0.923356136191522
1035,0.185891959775478
1040,0.882743512508982
1045,0.525723005255541
1050,0.454995313133936
1055,0.80528444127311
1060,0.0432165447311638
1065,0.0636424877460979
1070,0.986555776920436
1075,0.526341233010194
1080,0.900038881779308
1085,0.884501702693014
1090,0.659505326853153
1095,0.690249897100881
1100,0.569489022597126
1105,0.966902782033955
1110,0.180617906509984
1115,0.113841471759692
1120,0.0439968653414873
1125,0.619588376701531
1130,0.0593727626547235
1135,0.608649366991769
1140,0.794469029417409
1145,0.512630272456568
1150,0.277049628595069
1155,0.96850077152079
1160,0.755529644280978
1165,0.612138811558022
1170,0.120101096877208
1175,0.812130548730105
1180,0.544900597119394
1185,0.265833572020754
1190,0.377018629463353
1195,0.814737410978411
1200,0.577465440581835
1205,0.447192308542592
1210,0.0549937391132074
1215,0.0285983649070792
1220,0.441574426604429
1225,0.913528881938559
1230,0.593806569872406
1235,0.887099148349301
1240,0.0928471815531263
1245,0.824411172316504
1250,0.914132208554456
1255,0.343791483128848
1260,0.901499488529063
1265,0.339464196029635
1270,0.21584563878371
1275,0.490953552421888
1280,0.204954814483256
1285,0.809240208308123
1290,0.126656863846092
1295,0.0480764523549575
1300,0.577053275790385
1305,0.410519811777072
1310,0.799628109096207
1315,0.540484569902256
1320,0.393081503212498
1325,0.719081974503456
1330,0.935928653648991
1335,0.339940214833026
1340,0.54125153902099
1345,0.94777984169002
1350,0.402542307951177
1355,0.172913946578627
1360,0.0287161976542506
1365,0.851190636862513
1370,0.245888619859454
1375,0.534473519007491
1380,0.240579102119468
1385,0.968935918337943
1390,0.0790544770943878
1395,0.702187980535462
1400,0.748867219646111
1405,0.0411704242216616
1410,0.968449039806593
1415,0.328036241243171
1420,0.140228235346915
1425,0.084571291582517
1430,0.624422056828133
1435,0.2032118675627
1440,0.491053468463339
1445,0.154109773804222
1450,0.33926424011864
1455,0.456013468768547
1460,0.686872854994925
1465,0.453651414870876
1470,0.388446424457516
1475,0.334911810412015
1480,0.729200825883864
1485,0.935228086342703
1490,0.453379225164429
1495,0.759106590390812
1500,0.0217419111702363
1505,0.175459316446321
1510,0.932232134985515
1515,0.700416929602698
1520,0.0380325584807571
1525,0.468736324994881
1530,0.466675884276698
1535,0.115288855172146
1540,0.521306415970517
1545,0.772154061248203
1550,0.379715889820023
1555,0.194863114367148
1560,0.214854539070577
1565,0.320937766395349
1570,0.142398649522217
1575,0.331646637520726
1580,0.204320796872845
1585,0.533375680935065
1590,0.375906073863301
1595,0.322781925792754
1600,0.258031343006766
1605,0.143377553353967
1610,0.996094773327677
1615,0.326102613998208
1620,0.334577127642759
1625,0.596274579521043
1630,0.15666218502175
1635,0.989243348556014
1640,0.924078697992255
1645,0.385963166793902
1650,0.620235261803546
1655,0.188180468155092
1660,0.723867324915829
1665,0.373024115927023
1670,0.289792681754061
1675,0.0326161546242788
1680,0.00238966026745286
1685,0.241174127884586
1690,0.0503334580807456
1695,0.934463674149673
1700,0.340306612329515
1705,0.0508263281058894
1710,0.576646348552985
1715,0.568139821275871
1720,0.544205528242154
1725,0.909655760172748
1730,0.730989661139016
1735,0.705861109194139
1740,0.105448702197314
1745,0.338173139823013
1750,0.342020058930994
1755,0.502556360755598
1760,0.944669800688355
1765,0.56919425775436
1770,0.771235860628558
1775,0.403146721882642
1780,0.128928197730596
1785,0.257683251930636
1790,0.689635419670964
1795,0.526033597546752
1800,0.236416133104446
1805,0.000467967981993587
1810,0.163833307139915
1815,0.920950505951739
1820,0.691525628242233
1825,0.269658665831304
1830,0.591791331251635
1835,0.820413183936923
1840,0.825121509352125
1845,0.705037563412447
1850,0.593539258981345
1855,0.80932977310965
1860,0.245890912807888
1865,0.325410767844354
1870,0.755259361347369
1875,0.610934932301002
1880,0.0602354954236041
1885,0.570266514889394
1890,0.880848382293728
1895,0.00531437950544946
1900,0.458911209425919
1905,0.60202118049209
1910,0.504452221625666
1915,0.664526913056024
1920,0.359402318594606
1925,0.862800899816981
1930,0.585711137287513
1935,0.0220345597230354
1940,0.546328098817843
1945,0.564839244476761
1950,0.87064002376009
1955,0.0403054640082834
1960,0.493263827309341
1965,0.777371448290831
1970,0.56578279827365
1975,0.170729847821159
1980,0.78096764729315
1985,0.893263291990519
1990,0.405494777848736
1995,0.443088751558517
2000,0.36295445244769
2005,0.822534016480959
2010,0.2118841780339
2015,0.0516188416790062
2020,0.532195551493741
2025,0.439053280401757
2030,0.904935273798158
2035,0.850856101864313
2040,0.0918685668201432
2045,0.237458766158689
2050,0.743071288989282
2055,0.468675563734263
2060,0.476596049468178
2065,0.410786266470784
2070,0.736651186998289
2075,0.730215217152926
2080,0.686998718815247
2085,0.123474161381361
2090,0.400662274952475
2095,0.645179865380721
2100,0.725660273275476
2105,0.189498671323894
2110,0.89606515114356
2115,0.925138170584399
2120,0.711982356575961
2125,0.321249982907929
2130,0.566066807237494
2135,0.179495277481314
2140,0.452135245683869
2145,0.141114701821426
2150,0.868775907043099
2155,0.332561420759557
2160,0.196337604346729
2165,0.491034502966768
2170,0.757082958798399
2175,0.731275729010575
2180,0.668418333953142
2185,0.0951844803708671
2190,0.966712549899223
2195,0.375261134115131
2200,0.228152990433246
2205,0.357339502827121
2210,0.672572940254214
2215,0.954289407752386
2220,0.85291831903548
2225,0.540185153671199
2230,0.271773715500209
2235,0.102548065108292
2240,0.815453106002315
2245,0.719563316999192
2250,0.671434830174117
2255,0.442384017950187
2260,0.203583161978407
2265,0.163922550246934
2270,0.706941253785202
2275,0.543550966960393
2280,0.624411734899033
2285,0.32862140233769
2290,0.559933894764302
2295,0.571499701122919
2300,0.575728076345416
2305,0.716584304163636
2310,0.867471307322908
2315,0.627274037907772
2320,0.337260847560301
2325,0.545219062752455
2330,0.056246723746053
2335,0.837709284135699
2340,0.466934205797548
2345,0.115938514406375
2350,0.358712095875226
2355,0.0295834624626162
2360,0.299353506789838
2365,0.806698591293331
2370,0.706877904775579
2375,0.0403130943103163
2380,0.517353989536553
2385,0.770470120585523
2390,0.913763783320306
2395,0.423996132738627
2400,0.545704946420766
2405,0.384648762416944
2410,0.163021797221198
2415,0.598959816965071
2420,0.593787953354627
2425,0.88626268885142
2430,0.180705588242426
2435,0.655719453784215
2440,0.499284378063256
2445,0.715844845924894
2450,0.228545869308916
2455,0.0409753241742569
2460,0.864046575367101
2465,0.182052865116348
2470,0.361716588356001
2475,0.468247050939894
2480,0.628981980184393
2485,0.872745348060737
2490,0.363789403503836
2495,0.753793263586085
2500,0.804524522644638
2505,0.896254176791058
2510,0.696636053205247
2515,0.360267623521434
2520,0.721809587610244
2525,0.607214429340577
2530,0.961943804456647
2535,0.0637974468378537
2540,0.541055273295079
2545,0.96433811558279
2550,0.480138644784571
2555,0.313522625514957
2560,0.851294106199603
2565,0.220131684388506
2570,0.46341025240317
2575,0.124519320307054
2580,0.121490165079552
2585,0.946041976974116
2590,0.869082104262981
2595,0.851645675139347
2600,0.522489332443088
2605,0.553292315598933
2610,0.919247732535474
2615,0.790096488284373
2620,0.745861785932676
2625,0.21935773473601
2630,0.311434724360194
2635,0.889026040635122
2640,0.789879874765282
2645,0.930976504242973
2650,0.434603605188354
2655,0.865788133633351
2660,0.450386625311369
2665,0.6032403897927
2670,0.239013072587238
2675,0.916378595173255
2680,0.335756396647406
2685,0.926626289677235
2690,0.399673943682813
2695,0.489608998439291
2700,0.443792466916005
2705,0.413598591242359
2710,0.626970123005244
2715,0.872835682035209
2720,0.929298377212647
2725,0.752241346396289
2730,0.823605136299725
2735,0.69136059869933
2740,0.902569595904022
2745,0.430922813546371
2750,0.85709998224284
2755,0.972407520842102
2760,0.480098023792625
2765,0.983666629316117
2770,0.663136571053222
2775,0.249161139324548
2780,0.749576572765077
2785,0.774234472333696
2790,0.720956257030261
2795,0.553352142910682
2800,0.75803762109765
2805,0.0038840696157633
2810,0.702558777661521
2815,0.144230046161067
2820,0.635699488778527
2825,0.983276204745792
2830,0.849510368173732
2835,0.470738694307163
2840,0.968650827584929
2845,0.0602081440186312
2850,0.856201315672085
2855,0.698744322544291
2860,0.682210198075087
2865,0.0798018580871873
2870,0.908514743475167
2875,0.87965547660685
2880,0.0580500987710849
2885,0.972958861279226
2890,0.623304744313806
2895,0.790081373882061
2900,0.719090751410653
2905,0.631262309431503
2910,0.23183074775161
2915,0.668194682093867
2920,0.549121569717246
2925,0.992907659806747
2930,0.261402710466065
2935,0.276089133704717
2940,0.402046636134012
2945,0.782258034893385
2950,0.951936873788257
2955,0.0323482542040834
2960,0.691018128779466
2965,0.273635463847907
2970,0.252117867853818
2975,0.320036208974304
2980,0.531361370880307
2985,0.867932715601461
2990,0.760198792715217
2995,0.939515161537834
3000,0.423767753875952
3005,0.637750247438473
3010,0.366818123276875
3015,0.7300198942976
3020,0.0178177433822326
3025,0.569860997121403
3030,0.0464881823985288
